566|-776.3107000634936
128|-209.26248175218439
652|835.3348143348082
-870|983.3737408486577
-1000|-367.1499094043993
466|915.3034261184891
676|-366.1772608820038
-697|454.14271378327294
590|-699.8661954328979
-806|-405.91761735788737
-269|-773.1973550060962
-831|32.52563868359971
191|107.34606216937914
610|444.9953407736889
-638|117.0802886374172
84|675.6057456948301
-760|-786.5914982339594
-522|-837.193218127594
-296|-277.4455217457479
-485|76.81818577408967
-215|-501.4209147412676
595|-576.4100726755789
468|314.21836040521066
100|-175.14972477368838
372|315.103198104287
569|-572.4635909464506
897|-428.232517201566
-264|-482.41838345800977
-992|655.6601164015826
-605|-517.266257148528
155|117.61129608494298
-858|-43.012294232742875
990|449.03372342508146
264|126.12256765225402
47|-877.3075843536419
208|-634.268490951014
-60|-290.51009633822105
388|-305.66395350465507
-18|-257.95955165832777
889|-39.21997853860046
287|974.5566432492747
-805|822.4929975392283
388|-297.91550231484405
-372|-266.53354325799137
-177|261.69819156373705
183|-309.2147963809962
-98|-877.148688866848
-854|997.0893488797483
172|830.8220130824238
831|-660.2654240907068
430|408.1978027320606
-290|752.9544333308572
199|-544.9454113144911
977|231.26234333080993
929|-881.4243291582764
-603|-855.7089469777961
-961|-587.2782893270778
-289|354.7179008371329
657|309.03935672690864
-424|603.007664970811
-405|543.8613750021657
184|49.67831036774032
581|-329.657289704141
-872|-327.1238992571193
-627|-158.59499271377956
-442|763.9923397265657
33|394.6754291119871
-14|-154.76585322664403
113|-64.35485966336137
-112|-332.98467140018545
-52|792.6383069076558
-513|-950.1834996115119
358|391.8944938960217
789|392.66349110418605
841|757.0367202721882
-882|-355.65489073910305
76|-264.0772296855962
-846|564.5824366203419
-903|572.789805851882
661|482.0416994785651
280|66.08703269906891
-332|-693.2061445403679
684|-525.7727865341749
-17|-442.78651410418627
584|-639.1483713182766
80|-556.4403385869161
907|-143.9195342867887
823|739.5377798119059
674|830.2092189651958
-701|-6.3644133637130835
476|-7.833565290009915
415|834.2812515617838
-267|-618.8778058889548
741|597.3753389507251
154|-441.74204057914085
408|942.4185510529921
-944|-88.28888757342827
451|501.6007611868563
11|762.4441881676571
812|516.716348954074
-826|-540.8660532207227
912|-101.70171276688336
-742|916.8146656026663
840|276.16361203436486
-738|-996.3795824092402
-226|157.04985149816775
438|963.3988220354281
752|-649.9153494317775
424|372.3931365101855
-865|349.3546641380965
-119|268.63641379100113
-819|-785.6834947939928
918|-154.381725955026
-891|855.7364171630124
-199|670.5012975766774
-420|-807.5555798229163
529|-399.5451652866242
-31|-853.8017429532628
357|-694.9696784434669
633|-619.7912040995916
950|-816.1807905957794
-782|817.0407663163855
22|-515.6613296425081
-233|-785.8742330667601
-872|564.2584646172386
-291|991.6061588589587
358|-751.7802679316823
931|-124.61901975765863
463|-47.127643890136255
-119|-713.5721454041437
-647|-890.5217032658035
-426|-35.51332047355777
-354|-365.40363791735354
866|-815.0273805339734
70|-955.7982809305046
14|52.94349514422652
564|-478.30384116523624
828|-736.4374861682923
-684|-24.439240891994018
-328|-182.46219079271418
-841|39.54195591884081
321|537.993100600868
-856|-413.00757221571644
-340|-534.7601364620582
-816|997.4125786398961
-696|-805.3026229287135
492|181.86016937168392
-633|-856.498830132501
221|399.2361160814155
745|918.657609995274
937|-977.8000825789592
-449|385.0352211480006
-841|-106.23035316906805
460|734.6145198897875
-470|-118.69145327900571
348|-937.933348975803
195|151.60140554376403
-779|-464.2659659007975
463|-905.8901603217433
-328|-189.06879734042366
-998|-65.10897262037349
-93|-466.12818889472885
-426|-176.86647919263817
-521|205.54878364362185
115|-887.1173870706617
961|-643.415557086417
394|-123.78229577557897
-998|641.386776528258
885|-893.6254063890012
89|609.3456961064151
167|-515.0348454537675
-621|-298.99322194325737
-326|-449.65820198563483
522|-132.49028574371664
593|313.89459402512557
618|-396.8162527473977
-549|-84.0315697049889
-626|-836.5175973027652
96|416.8002698162395
-787|-727.4106950264459
-737|-486.63876043617324
26|883.9468515286269
719|830.3474366486514
653|475.6840881221292
272|264.29992429357867
-820|14.4442784136927
46|896.2895464041076
-259|-772.5895032320847
-833|-292.9085543506775
-973|862.0809498052179
-314|856.647601681854
243|-721.0526619547244
-781|-482.17011579682253
-41|117.97147822998659
551|-780.2513802049145
959|82.78036504009492
732|383.18713902014974
-178|420.6090892144191
392|-38.31624483302346
770|-707.4897268647528
39|-231.00257217773958
-404|-993.1743218587144
-157|-436.9052314334334
518|-510.3879569707601
-453|62.71169643562007
-421|-712.7440838482289
512|-156.19618543121044
813|147.11902001523276
-824|144.14400828236467
-452|-857.028695806332
558|-733.0112623067675
161|255.68967092342177
962|-864.2433679902206
449|894.2083650324171
525|806.8116947745762
245|-928.1952824926411
780|-52.21797870245257
196|-391.9107593242421
790|-824.0804904493925
-193|-179.8533810242626
20|710.6095773797099
-349|-924.9001894804192
905|252.9386808788429
357|-618.8633115401993
666|-38.058220415636356
558|448.81890839939047
-645|61.007691330123635
-85|-872.8398813419332
-63|-742.4111795039361
443|956.0002453167019
769|456.8628472497335
625|-200.6723395556986
-692|560.9022577749952
-736|-248.50301078289112
798|-880.9436077436105
-739|119.13613869834421
844|-229.26850808785673
-926|-951.7793235751317
-137|-387.40632932829703
662|349.9618508185929
-184|284.14423657681687
912|304.5313295165615
-650|-688.4467951994695
-610|-542.5981226476777
3|27.05316581111356
71|-639.1668292924669
-623|31.899897677877107
-943|166.63476877753214
955|-220.37082501089662
467|275.51257267156893
345|607.8280556221741
161|-301.11766339719463
-625|-559.0252022319497
311|355.6899331301838
-621|-199.45212447990252
-706|-267.4593349625736
